id_estacion,departamento,provincia,fecha_hora,temperatura_c,humedad_rel_porc,vel_viento_kmh,presion_hpa,precipitacion_mm,condicion_clima
EST-0001,Amazonas,Chachapoyas,2026-08-09 15:00:00,27.6,70.6,7.3,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 16:00:00,27.1,69.1,6.8,1011.3,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-09 17:00:00,26.2,74.1,6.4,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 18:00:00,25.1,73.2,5.7,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 19:00:00,24.0,79.1,4.3,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 20:00:00,22.8,77.9,3.3,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 21:00:00,21.6,79.2,3.0,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 22:00:00,20.6,87.7,3.0,1011.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-09 23:00:00,19.7,85.1,3.7,1011.6,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 00:00:00,18.9,84.6,3.6,1012.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 01:00:00,18.1,86.4,3.9,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 02:00:00,18.0,86.6,3.3,1012.3,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 03:00:00,18.3,90.3,3.3,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 04:00:00,19.2,86.0,3.0,1012.3,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 05:00:00,19.9,90.4,3.4,1012.3,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 06:00:00,21.0,85.2,3.0,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 07:00:00,21.9,80.9,3.2,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 08:00:00,23.2,80.9,3.1,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 09:00:00,24.1,74.2,3.4,1012.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 10:00:00,25.3,68.2,3.4,1012.1,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-10 11:00:00,26.2,68.4,4.4,1012.0,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-10 12:00:00,27.1,69.2,5.6,1011.7,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-10 13:00:00,27.5,67.4,6.7,1011.6,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-10 14:00:00,27.8,69.4,7.0,1011.6,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-10 15:00:00,27.5,67.7,7.2,1011.5,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-10 16:00:00,26.9,71.2,7.8,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 17:00:00,26.3,74.4,7.4,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 18:00:00,25.5,72.0,6.6,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 19:00:00,24.5,76.0,5.5,1010.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 20:00:00,23.1,73.3,3.2,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 21:00:00,21.8,80.2,3.1,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 22:00:00,20.6,80.1,3.4,1011.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-10 23:00:00,19.5,85.9,3.6,1011.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 00:00:00,18.8,87.7,3.3,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 01:00:00,18.3,88.8,3.6,1012.3,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 02:00:00,18.0,87.7,3.9,1012.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 03:00:00,18.2,94.2,4.0,1012.6,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 04:00:00,18.9,83.7,3.9,1012.7,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 05:00:00,19.6,82.0,3.5,1012.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 06:00:00,20.5,87.5,4.1,1012.6,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 07:00:00,21.3,79.8,4.4,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 08:00:00,22.9,75.7,4.8,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 09:00:00,24.0,81.4,3.0,1012.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 10:00:00,25.5,74.8,3.4,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 11:00:00,26.3,69.1,4.8,1012.1,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-11 12:00:00,27.3,68.9,5.4,1012.0,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-11 13:00:00,27.5,72.8,6.7,1011.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 14:00:00,27.7,69.3,7.3,1011.8,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-11 15:00:00,27.5,71.2,7.9,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 16:00:00,27.3,70.4,8.2,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 17:00:00,26.7,72.0,7.5,1010.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 18:00:00,25.8,71.8,5.6,1010.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 19:00:00,24.5,74.6,4.5,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 20:00:00,22.9,78.8,3.3,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 21:00:00,21.4,83.2,3.2,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 22:00:00,20.2,83.3,3.0,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-11 23:00:00,19.3,86.3,3.1,1011.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 00:00:00,18.8,86.3,3.7,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 01:00:00,18.3,88.5,3.4,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 02:00:00,18.2,85.3,4.0,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 03:00:00,18.1,95.2,3.9,1012.6,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 04:00:00,18.6,85.7,3.4,1012.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 05:00:00,19.4,84.9,3.2,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 06:00:00,20.5,81.3,3.9,1012.7,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 07:00:00,21.5,82.7,3.8,1012.7,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 08:00:00,22.6,78.3,3.9,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 09:00:00,24.0,73.3,3.2,1012.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 10:00:00,25.3,74.4,3.0,1012.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 11:00:00,26.4,72.4,5.1,1011.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 12:00:00,27.2,68.5,5.5,1011.8,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-12 13:00:00,27.5,66.3,6.5,1011.4,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-12 14:00:00,27.8,72.8,6.8,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 15:00:00,27.6,68.6,7.1,1011.1,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-12 16:00:00,27.0,65.9,7.3,1010.9,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-12 17:00:00,26.2,74.4,6.4,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 18:00:00,25.1,71.1,5.7,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 19:00:00,24.3,81.9,4.5,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 20:00:00,23.0,78.1,3.2,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 21:00:00,21.8,83.0,3.8,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 22:00:00,20.3,78.6,4.0,1011.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-12 23:00:00,19.2,83.0,3.2,1011.7,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 00:00:00,18.5,91.1,3.7,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 01:00:00,17.8,90.1,3.8,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 02:00:00,17.8,94.4,3.5,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 03:00:00,18.1,89.9,3.4,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 04:00:00,18.8,87.5,3.1,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 05:00:00,19.5,89.8,3.5,1012.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 06:00:00,20.4,86.1,4.0,1012.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 07:00:00,21.5,80.7,4.5,1013.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 08:00:00,22.8,75.6,3.9,1012.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 09:00:00,24.2,69.3,3.1,1012.8,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 10:00:00,25.5,71.3,3.1,1012.7,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 11:00:00,26.4,67.4,4.5,1012.3,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 12:00:00,27.2,75.1,6.3,1011.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 13:00:00,27.8,65.7,8.5,1011.6,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 14:00:00,28.1,64.9,9.1,1011.4,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 15:00:00,27.7,63.7,8.3,1011.1,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 16:00:00,27.2,68.0,6.9,1011.0,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 17:00:00,26.6,68.3,6.2,1010.9,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-13 18:00:00,26.0,75.6,5.4,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 19:00:00,24.6,74.8,4.5,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 20:00:00,23.0,77.8,3.5,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 21:00:00,21.6,80.6,3.5,1011.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 22:00:00,20.4,85.5,3.1,1011.8,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-13 23:00:00,19.5,84.4,3.1,1011.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 00:00:00,18.6,89.2,3.4,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 01:00:00,18.4,92.0,4.2,1012.1,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 02:00:00,18.1,89.8,4.6,1012.3,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 03:00:00,18.2,87.8,4.4,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 04:00:00,18.6,85.2,3.7,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 05:00:00,19.7,84.4,3.2,1012.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 06:00:00,20.8,84.1,3.3,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 07:00:00,21.8,76.7,3.1,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 08:00:00,23.0,79.9,3.2,1012.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 09:00:00,24.3,75.5,3.9,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 10:00:00,25.5,72.0,3.7,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 11:00:00,26.3,69.0,4.3,1012.2,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-14 12:00:00,27.2,67.4,5.8,1011.7,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-14 13:00:00,27.8,68.8,6.3,1011.5,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-14 14:00:00,27.8,67.0,7.3,1011.4,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-14 15:00:00,27.5,66.7,7.0,1011.3,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-14 16:00:00,27.1,70.0,7.5,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 17:00:00,26.5,71.4,7.5,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 18:00:00,25.5,69.2,6.3,1011.2,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-14 19:00:00,24.4,76.2,4.8,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 20:00:00,23.3,83.5,3.6,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 21:00:00,21.9,81.5,3.9,1011.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 22:00:00,20.4,79.3,3.7,1011.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-14 23:00:00,19.3,86.4,3.3,1011.8,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 00:00:00,18.7,82.7,3.1,1012.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 01:00:00,18.2,96.3,3.3,1012.1,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 02:00:00,18.1,94.2,3.9,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 03:00:00,18.2,86.8,3.5,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 04:00:00,18.7,81.7,3.4,1012.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 05:00:00,19.6,83.1,3.3,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 06:00:00,20.5,82.9,3.4,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 07:00:00,21.7,76.3,3.2,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 08:00:00,22.8,78.1,3.9,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 09:00:00,24.3,74.5,4.4,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 10:00:00,25.5,72.7,3.3,1012.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 11:00:00,26.6,70.5,4.6,1012.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 12:00:00,27.4,65.8,5.6,1011.7,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-15 13:00:00,27.7,65.4,6.4,1011.8,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-15 14:00:00,27.9,67.2,7.1,1011.4,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-15 15:00:00,27.5,66.4,7.4,1011.2,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-15 16:00:00,27.1,71.1,7.4,1011.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 17:00:00,25.8,71.8,6.8,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 18:00:00,24.8,78.6,5.6,1010.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 19:00:00,23.8,78.2,4.5,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 20:00:00,22.8,81.1,3.5,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 21:00:00,21.6,81.3,3.2,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 22:00:00,20.2,84.4,3.3,1011.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-15 23:00:00,19.4,90.1,3.1,1011.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 00:00:00,18.8,86.2,3.5,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 01:00:00,18.4,89.4,3.1,1012.1,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 02:00:00,18.0,88.2,3.4,1012.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 03:00:00,18.3,87.5,3.0,1012.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 04:00:00,18.7,84.4,3.1,1012.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 05:00:00,19.8,83.0,3.0,1013.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 06:00:00,20.4,81.3,3.6,1013.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 07:00:00,21.5,82.6,3.9,1012.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 08:00:00,22.8,80.9,3.8,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 09:00:00,24.2,75.0,3.8,1012.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 10:00:00,25.5,72.9,3.6,1012.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 11:00:00,26.7,69.3,5.1,1012.0,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 12:00:00,27.3,66.4,5.4,1011.9,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 13:00:00,27.8,69.5,6.6,1011.9,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 14:00:00,27.9,68.7,7.6,1011.8,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 15:00:00,27.8,62.6,7.4,1011.5,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 16:00:00,27.1,68.1,6.8,1011.3,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 17:00:00,26.4,68.2,6.7,1011.2,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-16 18:00:00,25.4,71.6,6.4,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 19:00:00,24.2,73.5,4.7,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 20:00:00,22.7,78.4,3.3,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 21:00:00,21.5,80.3,3.8,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 22:00:00,20.5,82.5,3.8,1011.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-16 23:00:00,19.5,88.3,3.4,1011.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 00:00:00,18.8,88.5,3.0,1011.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 01:00:00,18.5,86.0,3.0,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 02:00:00,18.5,86.4,4.4,1012.1,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 03:00:00,18.5,89.0,4.5,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 04:00:00,18.7,88.6,4.3,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 05:00:00,19.3,84.5,4.0,1012.5,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 06:00:00,20.2,83.4,3.7,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 07:00:00,21.3,86.2,3.1,1012.7,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 08:00:00,22.4,77.7,3.1,1012.6,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 09:00:00,23.7,81.1,3.2,1012.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 10:00:00,25.2,75.8,4.1,1012.2,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 11:00:00,26.3,74.9,5.5,1011.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 12:00:00,27.1,67.3,6.0,1011.6,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-17 13:00:00,27.6,67.3,6.5,1011.5,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-17 14:00:00,27.8,66.2,7.4,1011.3,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-17 15:00:00,27.8,70.1,8.2,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 16:00:00,27.1,67.4,7.3,1011.0,0.0,Soleado y despejado
EST-0001,Amazonas,Chachapoyas,2026-08-17 17:00:00,26.2,72.7,6.5,1010.9,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 18:00:00,25.2,74.7,6.4,1011.0,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 19:00:00,23.9,75.8,4.3,1011.1,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 20:00:00,22.8,81.6,3.2,1011.3,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 21:00:00,21.3,81.9,3.2,1011.4,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 22:00:00,20.4,85.7,3.6,1011.6,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-17 23:00:00,19.3,84.8,3.7,1011.8,0.0,Parcialmente nublado
EST-0001,Amazonas,Chachapoyas,2026-08-18 00:00:00,18.6,85.7,3.6,1011.9,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-18 01:00:00,17.9,90.9,3.4,1012.0,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-18 02:00:00,18.0,89.9,3.3,1012.2,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-18 03:00:00,18.1,89.3,3.0,1012.4,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-18 04:00:00,18.9,86.0,3.2,1012.5,0.0,Nublado
EST-0001,Amazonas,Chachapoyas,2026-08-18 05:00:00,19.5,89.4,3.2,1012.5,0.0,Nublado
